10.4456 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x111a1be50>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([2560, 1440]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.8037 	EXP 	window1: recordFrameIntervals = False
17.1798 	EXP 	image: image = u'PracticeStim/cat1.jpg'
17.1974 	EXP 	fixISI_1: autoDraw = False
17.2138 	EXP 	image: autoDraw = True
17.2138 	EXP 	scale: autoDraw = True
17.2138 	EXP 	scaleLabel: autoDraw = True
19.6975 	EXP 	image: autoDraw = False
19.6975 	EXP 	fixISI_after: autoDraw = True
20.6994 	EXP 	scale: autoDraw = False
20.6994 	EXP 	scaleLabel: autoDraw = False
20.6994 	EXP 	fixISI_after: autoDraw = False
20.6994 	EXP 	image: autoDraw = False
20.6994 	EXP 	scale: autoDraw = False
20.6994 	EXP 	fixISI_1: autoDraw = False
20.6994 	EXP 	scaleLabel: autoDraw = False
20.6994 	EXP 	fixISI_after: autoDraw = False
20.6994 	EXP 	fixJitter: autoDraw = True
25.5331 	EXP 	New trial (rep=0, index=1): {'Category': u'dog', 'FixISI': 0.58899999999999997, 'ConList': 1, 'CB': u'A', 'ConLabel': u'within SF?', 'ImageFile': u'PracticeStim/dog1.jpg', 'EmotionType': None, 'RunID': 1, 'ConID': u'A', 'BlockRep': 1, 'ID': u'dog1', 'TrialType': u'Old'}
25.5333 	EXP 	window1: recordFrameIntervals = False
25.5497 	EXP 	fixJitter: autoDraw = False
25.5497 	EXP 	fixJitter: autoDraw = False
25.5497 	EXP 	postFixation: autoDraw = True
25.5497 	EXP 	postFixation: autoDraw = False
25.5497 	EXP 	blockInstrux: text = u'within SF?'
25.5497 	EXP 	blockInstrux: autoDraw = True
25.5497 	EXP 	blockInstrux: autoDraw = False
25.5497 	EXP 	scaleLabel: text = u'within SF?'
25.5497 	EXP 	fixISI_1: autoDraw = True
25.5952 	EXP 	window1: recordFrameIntervals = False
26.0335 	EXP 	image: image = u'PracticeStim/dog1.jpg'
26.0498 	EXP 	image: autoDraw = True
26.0498 	EXP 	scale: autoDraw = True
26.0498 	EXP 	fixISI_1: autoDraw = False
26.0498 	EXP 	scaleLabel: autoDraw = True
28.5507 	EXP 	image: autoDraw = False
28.5507 	EXP 	fixISI_after: autoDraw = True
29.5509 	EXP 	scale: autoDraw = False
29.5509 	EXP 	scaleLabel: autoDraw = False
29.5509 	EXP 	fixISI_after: autoDraw = False
29.5509 	EXP 	image: autoDraw = False
29.5509 	EXP 	scale: autoDraw = False
29.5509 	EXP 	fixISI_1: autoDraw = False
29.5509 	EXP 	scaleLabel: autoDraw = False
29.5509 	EXP 	fixISI_after: autoDraw = False
29.5509 	EXP 	fixJitter: autoDraw = True
30.1341 	EXP 	fixJitter: autoDraw = False
30.1341 	EXP 	fixJitter: autoDraw = False
30.1341 	EXP 	postFixation: autoDraw = True
34.1189 	EXP 	New trial (rep=0, index=2): {'Category': u'dog', 'FixISI': 1.7549999999999999, 'ConList': 4, 'CB': u'A', 'ConLabel': u'prof photog?', 'ImageFile': u'PracticeStim/dog2.jpg', 'EmotionType': None, 'RunID': 1, 'ConID': u'D', 'BlockRep': 1, 'ID': u'dog2', 'TrialType': u'Old'}
34.1355 	EXP 	postFixation: autoDraw = False
34.1355 	EXP 	blockInstrux: text = u'prof photog?'
34.1355 	EXP 	blockInstrux: autoDraw = True
36.1236 	EXP 	window1: recordFrameIntervals = False
36.1375 	EXP 	blockInstrux: autoDraw = False
36.1375 	EXP 	scaleLabel: text = u'prof photog?'
36.1375 	EXP 	fixISI_1: autoDraw = True
36.1849 	EXP 	window1: recordFrameIntervals = False
36.6201 	EXP 	image: image = u'PracticeStim/dog2.jpg'
36.6372 	EXP 	image: autoDraw = True
36.6372 	EXP 	scale: autoDraw = True
36.6372 	EXP 	fixISI_1: autoDraw = False
36.6372 	EXP 	scaleLabel: autoDraw = True
39.1370 	EXP 	image: autoDraw = False
39.1370 	EXP 	fixISI_after: autoDraw = True
40.1377 	EXP 	image: autoDraw = False
40.1377 	EXP 	scale: autoDraw = False
40.1377 	EXP 	fixISI_1: autoDraw = False
40.1377 	EXP 	scaleLabel: autoDraw = False
40.1377 	EXP 	fixISI_after: autoDraw = False
40.1377 	EXP 	fixJitter: autoDraw = True
41.8721 	EXP 	New trial (rep=0, index=3): {'Category': u'cat', 'FixISI': 3.218, 'ConList': 4, 'CB': u'A', 'ConLabel': u'prof photog?', 'ImageFile': u'PracticeStim/cat2.jpg', 'EmotionType': None, 'RunID': 1, 'ConID': u'D', 'BlockRep': 1, 'ID': u'cat2', 'TrialType': u'Old'}
41.8724 	EXP 	window1: recordFrameIntervals = False
41.8885 	EXP 	fixJitter: autoDraw = False
41.8885 	EXP 	fixJitter: autoDraw = False
41.8885 	EXP 	postFixation: autoDraw = True
41.8885 	EXP 	postFixation: autoDraw = False
41.8885 	EXP 	blockInstrux: text = u'prof photog?'
41.8885 	EXP 	blockInstrux: autoDraw = True
41.8885 	EXP 	blockInstrux: autoDraw = False
41.8885 	EXP 	scaleLabel: text = u'prof photog?'
41.8885 	EXP 	fixISI_1: autoDraw = True
41.9301 	EXP 	window1: recordFrameIntervals = False
42.3718 	EXP 	image: image = u'PracticeStim/cat2.jpg'
42.3886 	EXP 	fixISI_1: autoDraw = False
42.4054 	EXP 	image: autoDraw = True
42.4054 	EXP 	scale: autoDraw = True
42.4054 	EXP 	scaleLabel: autoDraw = True
44.8886 	EXP 	image: autoDraw = False
44.8886 	EXP 	fixISI_after: autoDraw = True
45.8897 	EXP 	scale: autoDraw = False
45.8897 	EXP 	scaleLabel: autoDraw = False
45.8897 	EXP 	fixISI_after: autoDraw = False
45.8897 	EXP 	image: autoDraw = False
45.8897 	EXP 	scale: autoDraw = False
45.8897 	EXP 	fixISI_1: autoDraw = False
45.8897 	EXP 	scaleLabel: autoDraw = False
45.8897 	EXP 	fixISI_after: autoDraw = False
45.8897 	EXP 	fixJitter: autoDraw = True
49.1068 	EXP 	fixJitter: autoDraw = False
49.1068 	EXP 	fixJitter: autoDraw = False
49.1068 	EXP 	postFixation: autoDraw = True
53.1084 	EXP 	postFixation: autoDraw = False
53.1084 	EXP 	postscanFixation: autoDraw = True
53.4600 	DATA 	Keypress: escape
